order_date,order_year,order_month,invoice,customer_id,description,quantity,unit_price,total_cost,sales_bracket,stockcode,invoicedate,price,country
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,CHILDRENS CUTLERY POLKADOT PINK,4,4.15,16.6,medium,84997D,2011-12-01 18:03:00,4.15,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,CHILDRENS CUTLERY POLKADOT BLUE,4,4.15,16.6,medium,84997C,2011-12-01 18:03:00,4.15,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,SET OF 6 SOLDIER SKITTLES,4,3.75,15.0,medium,22619,2011-12-01 18:03:00,3.75,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,ALPHABET STENCIL CRAFT,12,1.25,15.0,medium,22564,2011-12-01 18:03:00,1.25,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,HAPPY STENCIL CRAFT,12,1.25,15.0,medium,22563,2011-12-01 18:03:00,1.25,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,MONSTERS STENCIL CRAFT,12,1.25,15.0,medium,22562,2011-12-01 18:03:00,1.25,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,12 PENCIL SMALL TUBE WOODLAND,24,0.65,15.6,medium,20973,2011-12-01 18:03:00,0.65,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,WRAP DOLLY GIRL,25,0.42,10.5,medium,22708,2011-12-01 18:03:00,0.42,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,SPACEBOY GIFT WRAP,25,0.42,10.5,medium,22045,2011-12-01 18:03:00,0.42,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,PACK OF 6 BIRDY GIFT TAGS,12,1.25,15.0,medium,22585,2011-12-01 18:03:00,1.25,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,FAWN BLUE HOT WATER BOTTLE,4,3.75,15.0,medium,21481,2011-12-01 18:03:00,3.75,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,JUMBO BAG WOODLAND ANIMALS,10,2.08,20.8,medium,20712,2011-12-01 18:03:00,2.08,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,LUNCH BAG VINTAGE DOILY ,10,1.65,16.5,medium,23209,2011-12-01 18:03:00,1.65,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,MEDIUM CERAMIC TOP STORAGE JAR,12,1.25,15.0,medium,23166,2011-12-01 18:03:00,1.25,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,JAM MAKING SET PRINTED,12,1.45,17.4,medium,22961,2011-12-01 18:03:00,1.45,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2.95,17.7,medium,20914,2011-12-01 18:03:00,2.95,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,ALARM CLOCK BAKELIKE RED ,4,3.75,15.0,medium,22727,2011-12-01 18:03:00,3.75,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,ALARM CLOCK BAKELIKE GREEN,4,3.75,15.0,medium,22726,2011-12-01 18:03:00,3.75,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,WELCOME  WOODEN BLOCK LETTERS,3,9.95,29.85,medium,22120,2011-12-01 18:03:00,9.95,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2.95,17.7,medium,22910,2011-12-01 18:03:00,2.95,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,60 CAKE CASES VINTAGE CHRISTMAS,24,0.55,13.2,medium,22952,2011-12-01 18:03:00,0.55,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,AREA PATROLLED METAL SIGN,12,2.1,25.2,medium,82582,2011-12-01 18:03:00,2.1,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,JUMBO BAG ALPHABET,10,2.08,20.8,medium,23201,2011-12-01 18:03:00,2.08,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,SET OF 4 PANTRY JELLY MOULDS,12,1.25,15.0,medium,22993,2011-12-01 18:03:00,1.25,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,HAND WARMER OWL DESIGN,12,2.1,25.2,medium,22865,2011-12-01 18:03:00,2.1,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2.08,20.8,medium,22411,2011-12-01 18:03:00,2.08,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2.95,35.4,medium,22086,2011-12-01 18:03:00,2.95,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,SPACEBOY BIRTHDAY CARD,12,0.42,5.04,low,22029,2011-12-01 18:03:00,0.42,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,PINK CREAM FELT CRAFT TRINKET BOX ,12,1.25,15.0,medium,20972,2011-12-01 18:03:00,1.25,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,PINK BLUE FELT CRAFT TRINKET BOX,12,1.25,15.0,medium,20971,2011-12-01 18:03:00,1.25,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,LUNCH BAG CARS BLUE,10,1.65,16.5,medium,20728,2011-12-01 18:03:00,1.65,United Kingdom
2011-01-12 18:03:00,2011,2011-01,580129,17426.0,JUMBO BAG OWLS,10,2.08,20.8,medium,20713,2011-12-01 18:03:00,2.08,United Kingdom
2011-01-12 18:07:00,2011,2011-01,580130,17426.0,LUNCH BAG PAISLEY PARK  ,10,1.65,16.5,medium,23583,2011-12-01 18:07:00,1.65,United Kingdom
2011-01-12 18:07:00,2011,2011-01,580130,17426.0,12 PENCILS SMALL TUBE RED RETROSPOT,24,0.65,15.6,medium,20975,2011-12-01 18:07:00,0.65,United Kingdom
2011-01-12 18:07:00,2011,2011-01,580130,17426.0,12 PENCIL SMALL TUBE WOODLAND,24,0.65,15.6,medium,20973,2011-12-01 18:07:00,0.65,United Kingdom
2011-01-12 18:07:00,2011,2011-01,580130,17426.0,RABBIT NIGHT LIGHT,6,2.08,12.48,medium,23084,2011-12-01 18:07:00,2.08,United Kingdom
2011-01-12 18:07:00,2011,2011-01,580130,17426.0,PLAYING CARDS KEEP CALM & CARRY ON,12,1.25,15.0,medium,23503,2011-12-01 18:07:00,1.25,United Kingdom
2011-01-12 18:07:00,2011,2011-01,580130,17426.0,BICYCLE PUNCTURE REPAIR KIT ,6,2.08,12.48,medium,23552,2011-12-01 18:07:00,2.08,United Kingdom
2011-01-12 18:07:00,2011,2011-01,580130,17426.0,CLASSIC CHROME BICYCLE BELL ,12,1.45,17.4,medium,23497,2011-12-01 18:07:00,1.45,United Kingdom
2011-01-12 18:07:00,2011,2011-01,580130,17426.0,CLASSIC BICYCLE CLIPS ,12,1.45,17.4,medium,23498,2011-12-01 18:07:00,1.45,United Kingdom
2011-01-12 18:12:00,2011,2011-01,C580131,17576.0,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,7.95,-7.95,,85048,2011-12-01 18:12:00,7.95,United Kingdom
2011-01-12 18:12:00,2011,2011-01,C580131,17576.0,FAIRY CAKE FLANNEL ASSORTED COLOUR,-18,2.1,-37.8,,21108,2011-12-01 18:12:00,2.1,United Kingdom
2011-01-12 18:12:00,2011,2011-01,C580131,17576.0,3 ROSE MORRIS BOXED CANDLES,-12,4.25,-51.0,,85034C,2011-12-01 18:12:00,4.25,United Kingdom
2011-01-12 18:16:00,2011,2011-01,580132,15694.0,REGENCY CAKESTAND 3 TIER,16,10.95,175.2,high,22423,2011-12-01 18:16:00,10.95,United Kingdom
2011-01-12 18:16:00,2011,2011-01,580132,15694.0,ALARM CLOCK BAKELIKE GREEN,12,3.75,45.0,medium,22726,2011-12-01 18:16:00,3.75,United Kingdom
2011-01-12 18:16:00,2011,2011-01,580132,15694.0,WOODEN FRAME ANTIQUE WHITE ,12,2.95,35.4,medium,82494L,2011-12-01 18:16:00,2.95,United Kingdom
2011-01-12 18:16:00,2011,2011-01,580132,15694.0,WOODEN PICTURE FRAME WHITE FINISH,12,2.95,35.4,medium,82482,2011-12-01 18:16:00,2.95,United Kingdom
2011-01-12 18:16:00,2011,2011-01,580132,15694.0,RABBIT NIGHT LIGHT,72,1.79,128.88,high,23084,2011-12-01 18:16:00,1.79,United Kingdom
2011-01-12 18:16:00,2011,2011-01,580132,15694.0,ALARM CLOCK BAKELIKE RED ,12,3.75,45.0,medium,22727,2011-12-01 18:16:00,3.75,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,LANDMARK FRAME LONDON BRIDGE ,1,12.5,12.5,medium,23558,2011-12-01 18:43:00,12.5,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,WALL ART LOVES' SECRET ,2,5.95,11.9,medium,23539,2011-12-01 18:43:00,5.95,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,WALL ART BIG LOVE ,1,6.95,6.95,low,23531,2011-12-01 18:43:00,6.95,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,WRAP 50'S  CHRISTMAS,25,0.42,10.5,medium,16169E,2011-12-01 18:43:00,0.42,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,RED RETROSPOT CAKE STAND,5,10.95,54.75,medium,21843,2011-12-01 18:43:00,10.95,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,BISCUIT TIN 50'S CHRISTMAS,2,2.89,5.78,low,23247,2011-12-01 18:43:00,2.89,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,BISCUIT TIN VINTAGE CHRISTMAS,2,2.89,5.78,low,23234,2011-12-01 18:43:00,2.89,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,SET/5 RED RETROSPOT LID GLASS BOWLS,5,2.95,14.75,medium,20914,2011-12-01 18:43:00,2.95,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,PAPER BUNTING VINTAGE PARTY,6,2.95,17.7,medium,23598,2011-12-01 18:43:00,2.95,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,6 GIFT TAGS VINTAGE CHRISTMAS ,6,0.83,4.98,low,23353,2011-12-01 18:43:00,0.83,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,PAPER CHAIN KIT 50'S CHRISTMAS ,14,2.95,41.3,medium,22086,2011-12-01 18:43:00,2.95,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,PAPER CHAIN KIT VINTAGE CHRISTMAS,8,2.95,23.6,medium,22910,2011-12-01 18:43:00,2.95,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,PAPER CHAIN KIT RETROSPOT,6,2.95,17.7,medium,22083,2011-12-01 18:43:00,2.95,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,PAPER CHAIN KIT LONDON,3,2.95,8.85,low,22911,2011-12-01 18:43:00,2.95,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,3D VINTAGE CHRISTMAS STICKERS ,5,1.25,6.25,low,22732,2011-12-01 18:43:00,1.25,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,CHRISTMAS CRAFT LITTLE FRIENDS,3,2.1,6.3,low,22144,2011-12-01 18:43:00,2.1,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,RED RETROSPOT BOWL,12,1.25,15.0,medium,20676,2011-12-01 18:43:00,1.25,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,TRADITIONAL PICK UP STICKS GAME ,3,1.25,3.75,low,23570,2011-12-01 18:43:00,1.25,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,TRADTIONAL ALPHABET STAMP SET,3,4.95,14.85,medium,23569,2011-12-01 18:43:00,4.95,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,SMALL MARSHMALLOWS PINK BOWL,8,0.42,3.36,low,84596F,2011-12-01 18:43:00,0.42,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,0.42,3.36,low,84596B,2011-12-01 18:43:00,0.42,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,VINTAGE SNAP CARDS,3,0.85,2.55,low,21790,2011-12-01 18:43:00,0.85,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,TEA TIME OVEN GLOVE,6,1.25,7.5,low,47559B,2011-12-01 18:43:00,1.25,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,CLASSIC CHROME BICYCLE BELL ,3,1.45,4.35,low,23497,2011-12-01 18:43:00,1.45,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,AGED GLASS SILVER T-LIGHT HOLDER,12,0.65,7.8,low,21326,2011-12-01 18:43:00,0.65,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,TEA TIME KITCHEN APRON,4,5.95,23.8,medium,47567B,2011-12-01 18:43:00,5.95,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,ALARM CLOCK BAKELIKE RED ,3,3.75,11.25,medium,22727,2011-12-01 18:43:00,3.75,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,ALARM CLOCK BAKELIKE GREEN,3,3.75,11.25,medium,22726,2011-12-01 18:43:00,3.75,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,ALARM CLOCK BAKELIKE IVORY,3,3.75,11.25,medium,22730,2011-12-01 18:43:00,3.75,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,ALARM CLOCK BAKELIKE PINK,3,3.75,11.25,medium,22728,2011-12-01 18:43:00,3.75,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,IF YOU CAN'T STAND THE HEAT MUG,6,1.25,7.5,low,21873,2011-12-01 18:43:00,1.25,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,KINGS CHOICE MUG,6,1.25,7.5,low,21875,2011-12-01 18:43:00,1.25,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,POTTERING MUG,6,1.65,9.9,low,21876,2011-12-01 18:43:00,1.65,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,GLAMOROUS  MUG,6,1.25,7.5,low,21872,2011-12-01 18:43:00,1.25,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,JAZZ HEARTS PURSE NOTEBOOK,24,0.39,9.36,low,20992,2011-12-01 18:43:00,0.39,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,SET OF 3 CAKE TINS SKETCHBOOK,8,4.95,39.6,medium,22721,2011-12-01 18:43:00,4.95,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,GROW YOUR OWN BASIL IN ENAMEL MUG,5,2.1,10.5,medium,22441,2011-12-01 18:43:00,2.1,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,JAZZ HEARTS ADDRESS BOOK,24,0.19,4.56,low,20996,2011-12-01 18:43:00,0.19,United Kingdom
2011-01-12 18:43:00,2011,2011-01,580133,15531.0,AGED GLASS SILVER T-LIGHT HOLDER,12,0.65,7.8,low,21326,2011-12-01 18:43:00,0.65,United Kingdom
2011-01-12 19:24:00,2011,2011-01,580134,13102.0,IVORY RETRO KITCHEN WALL CLOCK,4,8.15,32.6,medium,23428,2011-12-01 19:24:00,8.15,United Kingdom
2011-01-12 19:24:00,2011,2011-01,580134,13102.0,RED RETRO KITCHEN WALL CLOCK,2,8.15,16.3,medium,23429,2011-12-01 19:24:00,8.15,United Kingdom
2011-01-12 19:24:00,2011,2011-01,580134,13102.0,SNACK TRAY HAPPY FOREST  ,8,1.95,15.6,medium,23580,2011-12-01 19:24:00,1.95,United Kingdom
2011-01-12 19:24:00,2011,2011-01,580134,13102.0,PAPER LANTERN 7 POINT SNOW STAR,4,6.65,26.6,medium,23042,2011-12-01 19:24:00,6.65,United Kingdom
2011-01-12 19:24:00,2011,2011-01,580134,13102.0,PINK  HONEYCOMB PAPER FAN,12,0.65,7.8,low,21194,2011-12-01 19:24:00,0.65,United Kingdom
2011-01-12 19:24:00,2011,2011-01,580134,13102.0,PASTEL COLOUR HONEYCOMB FAN,12,0.39,4.68,low,21208,2011-12-01 19:24:00,0.39,United Kingdom
2011-01-12 19:24:00,2011,2011-01,580134,13102.0,DISCO BALL CHRISTMAS DECORATION,24,0.12,2.88,low,20668,2011-12-01 19:24:00,0.12,United Kingdom
2011-01-12 19:24:00,2011,2011-01,580134,13102.0,SILVER BELLS TABLE DECORATION,12,1.25,15.0,medium,23100,2011-12-01 19:24:00,1.25,United Kingdom
2011-01-12 19:24:00,2011,2011-01,580134,13102.0,SET OF 4 PANTRY JELLY MOULDS,12,1.25,15.0,medium,22993,2011-12-01 19:24:00,1.25,United Kingdom
2011-01-12 19:24:00,2011,2011-01,580134,13102.0,POPCORN HOLDER,36,0.85,30.6,medium,22197,2011-12-01 19:24:00,0.85,United Kingdom
2011-01-12 19:24:00,2011,2011-01,580134,13102.0,WALL ART DOG LICENCE ,8,5.95,47.6,medium,23526,2011-12-01 19:24:00,5.95,United Kingdom
2011-01-12 19:24:00,2011,2011-01,580134,13102.0,WALL ART BICYCLE SAFETY,4,5.95,23.8,medium,23535,2011-12-01 19:24:00,5.95,United Kingdom
2011-01-12 19:24:00,2011,2011-01,580134,13102.0,60 CAKE CASES VINTAGE CHRISTMAS,24,0.55,13.2,medium,22952,2011-12-01 19:24:00,0.55,United Kingdom
2011-01-12 19:24:00,2011,2011-01,580134,13102.0,RIBBON REEL SNOWY VILLAGE,20,1.65,33.0,medium,22738,2011-12-01 19:24:00,1.65,United Kingdom
2011-01-12 19:24:00,2011,2011-01,580134,13102.0,SPACEBOY LUNCH BOX ,12,1.95,23.4,medium,22629,2011-12-01 19:24:00,1.95,United Kingdom
2011-01-12 19:33:00,2011,2011-01,580135,14702.0,WALL ART STOP FOR TEA ,2,5.95,11.9,medium,23534,2011-12-01 19:33:00,5.95,United Kingdom
2011-01-12 19:33:00,2011,2011-01,580135,14702.0,SET OF 12 FAIRY CAKE BAKING CASES,8,0.83,6.64,low,23293,2011-12-01 19:33:00,0.83,United Kingdom
2011-01-12 19:33:00,2011,2011-01,580135,14702.0,SET OF 6 TEA TIME BAKING CASES,4,1.25,5.0,low,23296,2011-12-01 19:33:00,1.25,United Kingdom
2011-01-12 19:33:00,2011,2011-01,580135,14702.0,BREAD BIN DINER STYLE IVORY,1,16.95,16.95,medium,22847,2011-12-01 19:33:00,16.95,United Kingdom
2011-01-12 19:33:00,2011,2011-01,580135,14702.0,ANTIQUE SILVER TEA GLASS ENGRAVED,6,1.25,7.5,low,84947,2011-12-01 19:33:00,1.25,United Kingdom
2011-01-12 19:33:00,2011,2011-01,580135,14702.0,ANTIQUE SILVER T-LIGHT GLASS,12,1.25,15.0,medium,84946,2011-12-01 19:33:00,1.25,United Kingdom
2011-01-12 19:33:00,2011,2011-01,580135,14702.0,PAPER CHAIN KIT 50'S CHRISTMAS ,4,2.95,11.8,medium,22086,2011-12-01 19:33:00,2.95,United Kingdom
2011-01-12 19:33:00,2011,2011-01,580135,14702.0,HOT WATER BOTTLE KEEP CALM,1,4.95,4.95,low,23355,2011-12-01 19:33:00,4.95,United Kingdom
2011-01-12 19:33:00,2011,2011-01,580135,14702.0,RED WOOLLY HOTTIE WHITE HEART.,1,4.25,4.25,low,84029E,2011-12-01 19:33:00,4.25,United Kingdom
2011-01-12 19:33:00,2011,2011-01,580135,14702.0,RETROSPOT HEART HOT WATER BOTTLE,1,4.95,4.95,low,21485,2011-12-01 19:33:00,4.95,United Kingdom
2011-01-12 19:33:00,2011,2011-01,580135,14702.0,CHICK GREY HOT WATER BOTTLE,1,4.25,4.25,low,21484,2011-12-01 19:33:00,4.25,United Kingdom
2011-01-12 19:33:00,2011,2011-01,580135,14702.0,MISTLETOE HEART WREATH GREEN,3,4.15,12.45,medium,23130,2011-12-01 19:33:00,4.15,United Kingdom
2011-01-12 19:33:00,2011,2011-01,580135,14702.0,VINTAGE CHRISTMAS GIFT SACK,2,4.15,8.3,low,23312,2011-12-01 19:33:00,4.15,United Kingdom
2011-01-12 19:33:00,2011,2011-01,580135,14702.0,SET OF 20 VINTAGE CHRISTMAS NAPKINS,2,0.85,1.7,low,22909,2011-12-01 19:33:00,0.85,United Kingdom
2011-01-12 19:33:00,2011,2011-01,580135,14702.0,CHRISTMAS CRAFT WHITE FAIRY ,1,1.45,1.45,low,22142,2011-12-01 19:33:00,1.45,United Kingdom
2011-01-12 19:33:00,2011,2011-01,580135,14702.0,SET OF 60 PANTRY DESIGN CAKE CASES ,24,0.55,13.2,medium,23307,2011-12-01 19:33:00,0.55,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,WRAP 50'S  CHRISTMAS,1,0.42,0.42,low,16169E,2011-12-01 19:42:00,0.42,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,WRAP CHRISTMAS VILLAGE,1,0.42,0.42,low,22959,2011-12-01 19:42:00,0.42,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,CARDHOLDER HOLLY WREATH METAL,1,3.75,3.75,low,22592,2011-12-01 19:42:00,3.75,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,6 ROCKET BALLOONS ,3,0.65,1.95,low,22439,2011-12-01 19:42:00,0.65,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,ANGEL DECORATION 3 BUTTONS ,8,0.42,3.36,low,22154,2011-12-01 19:42:00,0.42,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,FIVE HEART HANGING DECORATION,1,2.95,2.95,low,22318,2011-12-01 19:42:00,2.95,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,4.95,4.95,low,21216,2011-12-01 19:42:00,4.95,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,LARGE IVORY HEART WALL ORGANISER,1,8.25,8.25,low,23133,2011-12-01 19:42:00,8.25,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,SUKI  SHOULDER BAG,2,1.65,3.3,low,21935,2011-12-01 19:42:00,1.65,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,JUMBO BAG PAISLEY PARK,1,2.08,2.08,low,23581,2011-12-01 19:42:00,2.08,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,RECYCLING BAG RETROSPOT ,1,2.1,2.1,low,22379,2011-12-01 19:42:00,2.1,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,JUMBO BAG VINTAGE LEAF,1,2.08,2.08,low,23202,2011-12-01 19:42:00,2.08,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,LUNCH BAG SUKI DESIGN ,1,1.65,1.65,low,22383,2011-12-01 19:42:00,1.65,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,WOODEN REGATTA BUNTING,1,5.95,5.95,low,22498,2011-12-01 19:42:00,5.95,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,HOT WATER BOTTLE KEEP CALM,2,4.95,9.9,low,23355,2011-12-01 19:42:00,4.95,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,FELTCRAFT PRINCESS OLIVIA DOLL,1,3.75,3.75,low,22751,2011-12-01 19:42:00,3.75,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,VINTAGE DOILY JUMBO BAG RED ,1,2.08,2.08,low,23582,2011-12-01 19:42:00,2.08,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,PINK BLUE FELT CRAFT TRINKET BOX,1,1.25,1.25,low,20971,2011-12-01 19:42:00,1.25,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,TREASURE TIN GYMKHANA DESIGN,3,2.08,6.24,low,23241,2011-12-01 19:42:00,2.08,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,TREASURE TIN BUFFALO BILL ,1,2.08,2.08,low,23242,2011-12-01 19:42:00,2.08,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,VINTAGE DOILY TRAVEL SEWING KIT,1,1.95,1.95,low,23493,2011-12-01 19:42:00,1.95,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,FELTCRAFT DOLL EMILY,1,2.95,2.95,low,22274,2011-12-01 19:42:00,2.95,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,MAKE YOUR OWN FLOWERPOWER CARD KIT,1,2.95,2.95,low,22743,2011-12-01 19:42:00,2.95,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,WOODEN REGATTA BUNTING,1,5.95,5.95,low,22498,2011-12-01 19:42:00,5.95,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,BUTTON BOX ,1,1.95,1.95,low,22653,2011-12-01 19:42:00,1.95,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,BLACK MINI TAPE MEASURE ,4,0.85,3.4,low,20735,2011-12-01 19:42:00,0.85,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,PLASTERS IN TIN WOODLAND ANIMALS,1,1.65,1.65,low,22554,2011-12-01 19:42:00,1.65,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,12.75,12.75,medium,21340,2011-12-01 19:42:00,12.75,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,PACK OF 60 MUSHROOM CAKE CASES,1,0.55,0.55,low,21976,2011-12-01 19:42:00,0.55,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,MAKE YOUR OWN MONSOON CARD KIT,1,2.95,2.95,low,22744,2011-12-01 19:42:00,2.95,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,3.75,3.75,low,22749,2011-12-01 19:42:00,3.75,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,FELTCRAFT DOLL MOLLY,1,2.95,2.95,low,22273,2011-12-01 19:42:00,2.95,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,FELTCRAFT GIRL AMELIE KIT,1,4.95,4.95,low,23126,2011-12-01 19:42:00,4.95,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,GARDENERS KNEELING PAD CUP OF TEA ,3,1.65,4.95,low,23300,2011-12-01 19:42:00,1.65,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,RED METAL BOX TOP SECRET,3,8.25,24.75,medium,23080,2011-12-01 19:42:00,8.25,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,ROCKING HORSE RED CHRISTMAS ,6,0.85,5.1,low,22571,2011-12-01 19:42:00,0.85,United Kingdom
2011-01-12 19:42:00,2011,2011-01,580136,17841.0,GINGHAM HEART DECORATION,2,0.85,1.7,low,22595,2011-12-01 19:42:00,0.85,United Kingdom
